iata_code,icao_code,name,country
,LIF,"Rocky Mountain Holdings","United States"
,RDZ,"Rodze Air",Nigeria
,FAD,Rog-Air,Canada
,RRZ,"Rollright Aviation","United Kingdom"
,RRL,"Rolls-Royce Limited","United Kingdom"
,BTU,"Rolls-Royce plc","United Kingdom"
,ROF,"Romanian Air Force",Romania
,RMV,Romavia,Romania
,RNS,Ronso,Mexico
,ROR,"Roraima Airways",Guyana
,RNB,Rosneft-Baltika,Russia
,NRG,"Ross Aviation","United States"
,RFS,Rossair,Australia
,RSS,Rossair,"South Africa"
,ROS,"Rossair Europe",Netherlands
FV,SDM,Rossiya,Russia
,RAL,"Roswell Airlines","United States"
GZ,RAR,"Air Rarotonga","Cook Islands"
,RTR,Rotatur,Brazil
,RKT,Rotormotion,"United Kingdom"
,JCR,"Rotterdam Jet Center",Netherlands
,ROV,"Rover Airways International","United States"
,VOS,"Rovos Air","South Africa"
,RCG,"Royal Air Cargo","South Africa"
RR,RFR,"Royal Air Force","United Kingdom"
RS,MJN,"Royal Air Force of Oman",Oman
,ACW,"Royal Air Force","United Kingdom"
,RRR,"Royal Air Force","United Kingdom"
,RRF,"Royal Air Force","United Kingdom"
,SHF,"Royal Air Force","United Kingdom"
,RAX,"Royal Air Freight","United States"
AT,RAM,"Royal Air Maroc",Morocco
R0,RPK,"Royal Airlines",Pakistan
,RLM,"Royal American Airways","United States"
V5,RYL,"Royal Aruban Airlines",Aruba
,ASY,"Royal Australian Air Force",Australia
,RXP,"Royal Aviation Express",Canada
,RYB,"Royal Bahrain Airlines",Bahrain
BI,RBA,"Royal Brunei Airlines",Brunei
,KDR,"Royal Daisy Airlines",Uganda
,RGA,"Royal Ghanaian Airlines",Ghana
,ROJ,"Royal Jet","United Arab Emirates"
RJ,RJA,"Royal Jordanian",Jordan
,RJZ,"Royal Jordanian Air Force",Jordan
RK,RCT,"Skyview Airways",THAILAND
RK,RKH,"Royal Khmer Airlines",Cambodia
,RMF,"Royal Malaysian Air Force",Malaysia
,NVY,"Royal Navy","United Kingdom"
,NRN,"Royal Netherland Navy",Netherlands
,NAF,"Royal Netherlands Air Force",Netherlands
,KIW,"Royal New Zealand Air Force","New Zealand"
,NOW,"Royal Norwegian Air Force",Norway
,ROP,"Royal Oman Police",Oman
RL,PPW,"Royal Phnom Penh Airways",Cambodia
,RRA,"Royal Rwanda Airlines",Rwanda
,RSF,"Royal Saudi Air Force","Saudi Arabia"
RR,RYS,"Buzz (Ryanair)",Poland
,RSN,"Royal Swazi National Airways",Swaziland
WR,HRH,"Royal Tongan Airlines",Tonga
,RWE,"Royal West Airlines","United States"
,RSB,Rubystar,Belarus
,RMG,"Rumugu Air & Space Nigeria",Nigeria
,RUR,Rusaero,Russia
,KLE,Rusaero,Russia
,CGI,"Rusair JSAC",Russia
,RUH,Rusich-T,Russia
,RLU,Rusline,Russia
,MIG,"Russian Aircraft Corporation-MiG",Russia
,RFF,"Russian Federation Air Force",Russia
P7,ESL,"Russian Sky Airlines",Russia
,RUZ,Rusuertol,Russia
,RUC,"Rutas Aéreas",Venezuela
,RND,"Rutland Aviation","United Kingdom"
,RUA,"Rwanda Airlines",Rwanda
,RWA,"Rwanda Airways",Rwanda
WB,RWD,"Rwandair Express",Rwanda
RD,RYN,"Ryan International Airlines","United States"
FR,RYR,Ryanair,Ireland
RK,RUK,"Ryanair UK","United Kingdom"
,RYZ,"Ryazan State Air Enterprise",Russia
,RAA,"Rynes Aviation","United States"
YS,RAE,"Régional Compagnie Aérienne Européenne",France
,REV,"RVL Group","United Kingdom"
RT,BUG,"UVT Aero",Russia
,OMN,"Servicios Aereos Ominia",Mexico
,SEN,"Servicios de Aviacion Sierra",Mexico
,SGC,"SGC Aviation",Austria
,SIX,"Sixt Rent A Car","United States"
,QSR,"SR Jet",China
,KBN,"Spiracha Aviation",Thailand
,CBN,"Southern Illinois University as ""Aviation Flight""","United States"
,IBG,"Springfield Air","United States"
,BZQ,"Seneca College",Canada
,BVV,"Sparc Avia",Russia
,SJM,"Sino Jet Management",China
,SXT,"Servicios de Taxi Aereos",Mexico
TR,TGW,Scoot,Singapore
IJ,SJO,"Spring Airlines Japan",Japan
,SBD,"SIBIA Aircompany Ltd",Russia
,MYX,"Smartlynx Airlines Estonia",Estonia
QS,TVS,Smartwings,"Czech Republic"
,LSV,"Slovenian Ministry of Defence",Slovenia
,FUF,"Servicios Aereos Fun Fly",Mexico
E3,VGO,"Sabaidee Airways",Thailand
,SAQ,"Safe Air Company",Kenya
,SMU,"Sanborn Map Company","United States"
,RBR,"Siam Airnet",Thailand
,SVB,Siavia,Slovenia
,MHQ,"Skargardshavets Helikoptertjanst",Finland
,SYH,"Sky Handling",Ukraine
GG,KYE,"Sky Lease Cargo","United States"
,KPM,"Sky Prim Air",Molodva
,USW,"Special Aviation Works",Uzbekistan
SH,SHA,"Sharp Airlines",Australia
7E,AWU,"Sylt Air GmbH",Germany
,BDS,"South Asian Airlines",Bangladesh
OL,SZB,"Samoa Air",Samoa
,BEC,"State Air Company Berkut",Kazakhstan
S4,RZO,"SATA International",Portugal
SA,SAA,"South African Airways","South Africa"
,KYD,"Sky Messaging","South Africa"
,SAB,"Sky Way Air",Kyrgyzstan
KV,SKV,"Sky Regional Airlines",Canada
,SAC,"SASCO Airlines",Sudan
,SAG,"SOS Flygambulans",Sweden
W7,SAH,"Sayakhat Airlines",Kazakhstan
NL,SAI,"Shaheen Air",Pakistan
MM,SAM,"SAM Colombia",Colombia
,SAN,"Servicios Aéreos Nacionales (SAN)",Ecuador
,SAO,"Sahel Aviation Service",Mali
,ANX,"Secretaria de Marina",Mexico
SK,SAS,"Scandinavian Airlines","Sweden, Denmark and Norway"
,SAV,"Samal Air",Kazakhstan
,SAW,"Sham Wing Airlines","Syrian Arab Republic"
,SAX,"Sabah Air",Malaysia
,SAY,ScotAirways,"United Kingdom"
,SAZ,"Swiss Air-Ambulance",Switzerland
,SBA,"SOL Linhas Aéreas",Brazil
PI,SGU,"Sol del Paraguay",Paraguay
,SBB,"Steinman Aviation","United States"
,SBF,"Seven Bar Flying Service",Tunisia
,SBG,"Sabre Incorporated","United States"
S7,SBI,"S7 Airlines",Russia
,SBL,"Sobel Airlines of Ghana",Ghana
Q7,SBM,SkyBahamas,Bahamas
,SBO,"Stabo Air",Zambia
,SBQ,"SmithKline Beecham Clinical Labs","United States"
,SBR,"Saber Aviation","United States"
BB,SBS,"Seaborne Airlines","United States"
PV,SBU,"St Barth Commuter",France
,URJ,"Star Air",Pakistan
S5,SDG,"Star Air (India)",India
JX,SJX,"Starlux Airlines",Taiwan
,SBZ,"Scibe Airlift","Democratic Republic of the Congo"
,AME,"Spanish Air Force",Spain
,SCA,"South Central Air","United States"
,SCC,"Seacoast Airlines","United States"
K5,SQH,"SeaPort Airlines","United States"
,SCE,"Scenic Airlines","United States"
,SCF,Socofer,Angola
,SCI,"Servicios Aéreos San Cristóbal",Mexico
,SCK,"Sky Cam",France
W3,SCL,"Switfair Cargo",Canada
,SCB,"Saigon Capital Aircraft Management",Netherlands
,SCN,"South American Airlines",Peru
,AHI,"Servicios Aéreos de Chihuahua Aerochisa",Mexico
,CDL,"Sunbird Airlines","United States"
,SCP,"Scorpio Aviation",Egypt
,SCQ,"OSM Aviation Academy","Norway, Sweden and San Diego"
,SIC,"SFS Aviation",Thailand
,SCR,"Silver Cloud Air",Germany
,SCS,"South African Non Scheduled Airways","South Africa"
,SCT,SAAB-Aircraft,Sweden
,SCV,"Servicios Aéreos Del Centro",Mexico
SY,SCX,"Sun Country Airlines","United States"
,SDA,"St. Andrews Airways",Canada
,SDB,"Sukhoi Design Bureau Company",Russia
,SDC,"Sunrise Airlines","United States"
,SDD,"Skymaster Air Taxi","United States"
,SDE,"Air Partners Corp.",Canada
,SDF,"Sundorph Aeronautical Corporation","United States"
,SDH,"Servicio De Helicopteros",Spain
,SDK,"SADELCA - Sociedad Aérea Del Caquetá",Colombia
,SDL,Skydrift,"United Kingdom"
,SDN,"Spirit of Africa Airlines",Sudan
,SDU,"Sud Airlines",France
,SDV,"Servicios Aéreos Del Vaupes",Colombia
,SDX,"Servicio Tecnico Aero De Mexico",Mexico
,SDZ,"Sudan Pezetel for Aviation",Sudan
,SEA,"Southeast Air","United States"
,SEB,"Servicios Aéreos Luce",Mexico
,SED,"Sedona Air Center","United States"
,SEE,"Shaheen Air Cargo",Pakistan
,SEH,"Sky Express",Greece
SG,SEJ,Spicejet,India
,SEL,"Sentel Corporation","United States"
,SEO,"Selcon Airlines",Nigeria
I6,SEQ,"Sky Eyes",Thailand
,SES,"Servicio Aéreo Saltillo",Mexico
EH,SET,SAETA,Ecuador
,SEV,"Serair Transworld Press",Spain
,SFA,SEFA,France
,SFC,"Shuswap Flight Centre",Canada
,SFE,"Sefofane Air Charters",Botswana
,SFF,"Safewings Aviation Company","United States"
,SFG,"Sun Freight Logistics",Thailand
7G,SFJ,"Star Flyer",Japan
,SFL,"Southflight Aviation","New Zealand"
,SFN,"Safiran Airlines",Iran
,SFP,"Safe Air",Pakistan
FA,SFR,Safair,"South Africa"
,SFS,"Southern Frontier Air Transport",Canada
,SFT,Skyfreight,"United States"
,SFU,"Solent Flight","United Kingdom"
,SFX,"S.K. Logistics","United States"
,SGB,"Sky King, Inc.","United States"
,SGD,"Sky Gate International Aviation",Kyrgyzstan
,SGF,"STAC Swiss Government Flights",Switzerland
,SGH,Servisair,"United Kingdom"
,SGI,"Servicios Aéreos Agrícolas",Chile
,SGK,"Skyward Aviation",Canada
,SGM,"Sky Aircraft Service",Netherlands
,SGN,"Siam GA",Thailand
,SGP,"Sagolair Transportes Ejecutivos",Spain
,SGS,"Saskatchewan Government Executive Air Service",Canada
,SGT,Skygate,Netherlands
,SGX,"Saga Airlines",Turkey
N5,SGY,"Skagway Air Service","United States"
,SHB,Shabair,"Democratic Republic of the Congo"
,SHC,"Sky Harbor Air Service","United States"
,SHD,"Sahara Airlines",Algeria
,SHE,"Shell Aircraft","United Kingdom"
,SHG,"Shoprite Group","United Kingdom"
,SHJ,"Sharjah Ruler's Flight","United Arab Emirates"
,SHK,"Shorouk Air",Egypt
,SHL,"Samson Aviation","United Kingdom"
,SHM,"Sheltam Aviation","South Africa"
,SHN,"Shaheen Airport Services",Pakistan
,SHO,Sheremetyevo-Cargo,Russia
,SHP,"Service Aerien Francais",France
,SHQ,"Shanghai Airlines Cargo",China
,SHR,"Shooter Air Courier",Canada
,SHS,"Shura Air Transport Services",Ethiopia
HZ,SHU,"Sakhalinskie Aviatrassy (SAT)",Russia
SP,SAT,"SATA Air Acores",Portugal
,SHV,"Shavano Air","United States"
,SHW,"Shawnee Airline","United States"
,SHX,"Slim Aviation Services",Nigeria
ZY,SHY,"Sky Airlines",Turkey
SQ,SIA,"Singapore Airlines",Singapore
5M,SIB,Sibaviatrans,Russia
,SIE,"Sierra Express","United States"
SI,SIH,"Skynet Airlines",Ireland
,SIJ,"Seco International",Japan
,SIL,"Servicios Aeronáuticos Integrales",Mexico
,SIM,"Star Air","Sierra Leone"
,SIO,Sirio,Italy
,SIR,Salair,"United States"
,SIS,"Saber Airlines",Egypt
XS,SIT,SITA,Belgium
,SIV,"Slovenian Armed Forces",Slovenia
,SIW,"Sirio Executive",Italy
,SJA,"Servicios Aéreos Especiales De Jalisco",Mexico
,SJC,"Servicios Ejecutivos Continental",Mexico
,SJE,"Sunair 2001","South Africa"
,SJJ,"Spirit Aviation","United States"
,SJL,"Servicios Especiales Del Pacifico Jalisco",Mexico
,SJT,"Swiss Jet",Switzerland
,SJY,"Sriwijaya Air",Indonesia
ZS,SMY,"Sama Airlines","Saudi Arabia"
,ALC,"Southern Jersey Airways, Inc.","United States"
,SPS,SPASA,Spain
,SPT,"Speed Aviation",Bangladesh
,SPU,"Southeast Airmotive","United States"
,SPV,"Servicios Privados De Aviación",Mexico
,SPW,Speedwings,Switzerland
,SPX,"Service People Gesellschaft für Charter und Service",Germany
,SQA,"Slovak National Aeroclub",Slovakia
SQ,SQC,"Singapore Airlines Cargo",Singapore
,SQF,"Slovak Air Force",Slovakia
,SQL,"Servicos De Alquiler",Mexico
,SRA,"Sair Aviation",Canada
,SRC,Searca,Colombia
FT,SRH,"Siem Reap Airways",Cambodia
SX,SRK,"Sky Work Airlines",Switzerland
SM,SRL,"Swedline Express",Sweden
,SRN,Sirair,Russia
,SRO,"Servicios Aéreos Ejecutivos Saereo",Ecuador
,SRQ,"South East Asian Airlines",Philippines
S6,SRR,"Star Air",Denmark
,SRS,"Selkirk Remote Sensing",Canada
,SRU,"Star Up",Peru
,SRW,"Sarit Airlines",Sudan
,SRX,"Sierra Expressway Airlines","United States"
,SRZ,"Strato Air Services","South Africa"
,SSB,Sasair,Canada
,SSC,"Southern Seaplane","United States"
,SSD,"Star Service International",France
,SSE,"Servicios Aéreos Sunset",Mexico
D2,SSF,"Severstal Air Company",Russia
,SSG,"Slovak Government Flying Service",Slovakia
VD,BBB,"SwedJet Airways",Sweden
,SSK,"Skystar International","United States"
,SSO,"Special Scope Limited","United Kingdom"
,SSP,Starspeed,"United Kingdom"
QF,SSQ,"Sunstate Airlines",Australia
,SSS,SAESA,Spain
,SST,"Sunwest Airlines",Canada
,SSU,SASCA,Venezuela
5G,SSV,"Skyservice Airlines",Canada
,SSW,"Streamline Aviation","United Kingdom"
,SSY,"Sky Aviation","Sierra Leone"
,SSZ,"Specsavers Aviation","United Kingdom"
,STA,"Star Aviation","United Kingdom"
,STB,"Status-Alpha Airline",Ukraine
,STC,"Stadium City Limited","United Kingdom"
,STD,"Servicios De Aerotransportacion De Aguascalientes",Mexico
,STE,"Semitool Europe","United Kingdom"
,STF,"SFT-Sudanese Flight",Sudan
,STG,"Sedalia, Marshall, Boonville Stage Line","United States"
,STH,South-Airlines,Armenia
,STI,Sontair,Canada
,STJ,"Sella Aviation",Netherlands
,STL,"Stapleford Flight Centre","United Kingdom"
,STO,"Streamline Ops",Russia
,STQ,"Star Air",Indonesia
FS,STU,"Servicios de Transportes Aéreos Fueguinos",Argentina
,SUU,"Star West Aviation","United States"
,STV,"Saturn Aviation","United States"
,STW,"South West Air Corporation",Philippines
,STX,"Stars Away Aviation","South Africa"
,STY,"Styrian Airways",Austria
,SUA,"Silesia Air","Czech Republic"
,SUB,"Suburban Air Freight","United States"
SD,SUD,"Sudan Airways",Sudan
PI,SUF,"Sun Air (Fiji)",Fiji
LW,FDY,"Sun Air International","United States"
,SUG,"Sunu Air",Senegal
,SUH,"Sun Light",Kyrgyzstan
,SUI,"Swiss Air Force",Switzerland
,SUK,"Superior Aviation Services",Kenya
,SUM,"State Unitary Air Enterprise",Russia
,SUR,"Sun Air",Egypt
EZ,SUS,"Sun Air of Scandinavia",Denmark
,URF,"Surf Air","United States"
,SUT,"Sistemas Aeronauuticos 2000",Mexico
,SUV,"Sundance Air",Venezuela
SV,SVA,Saudia,"Saudi Arabia"
,SVD,"St. Vincent Grenadines Air (1990)","Saint Vincent and the Grenadines"
,SVF,"Swedish Armed Forces",Sweden
,AWJ,"Sahel Airlines",Niger
,SVH,"Sterling Helicopters","United Kingdom"
,SVI,"Servicios De Transporte Aéreo",Mexico
,SVJ,"Silver Air",Djibouti
,SVL,Sevastopol-Avia,Ukraine
,SVN,"Savanair (Angola)",Angola
,SVO,"Servicios Aeronáuticos De Oriente",Mexico
,SVS,"Servicios Aéreos Saar",Mexico
,SVT,"Seven Four Eight Air Services",Luxembourg
,SVX,"Security Aviation","United States"
WN,SWA,"Southwest Airlines","United States"
,SWB,"Swissboogie Parapro",Switzerland
,SWC,"South West Air",Canada
A4,SWD,"Southern Winds Airlines",Argentina
,SWE,Swedeways,Sweden
WG,SWG,"Sunwing Airlines",Canada
,SWI,"Sunworld Airlines","United States"
,SWJ,"StatesWest Airlines","United States"
,SWO,"Surinam International Victory Airline",Suriname
,SWP,"Star Work Sky",Italy
WQ,SWQ,"Swift Air (Interstate Equipment Leasing)","United States"
LX,SWR,"Swiss International Air Lines",Switzerland
,SWS,"Sunwest Aviation (Lindquist Investment)","United States"
,SWT,Swiftair,Spain
LZ[52],SWU,"Swiss Global Air Lines",Switzerland
WV,SWV,"Swe Fly",Sweden
S8,SWW,"Shovkoviy Shlyah",Ukraine
Q4,SWX,"Swazi Express Airways",Swaziland
WO,WSW,Swoop,Canada
,SWY,"Sky Jet",Switzerland
,SWZ,"Servair, Private Charter",Switzerland
,SXA,"Southern Cross Aviation","United States"
,SXC,"Sky Exec Aviation Services",Nigeria
,SXE,"Southeast Express Airlines","United States"
,SXM,"Servicios Aéreos Especializados Mexicanos",Mexico
XQ,SXS,SunExpress,Turkey
,SXX,"Satellite Aero","United States"
,SXY,"Safari Express Cargo",Kenya
,SYA,Skyways,Argentina
,SYC,"Systec 2000","United States"
,SYE,"Sheba Aviation",Yemen
,SYF,"Sky One Express Airlines","United States"
,SYG,"Synergy Aviation","United Kingdom"
,SYI,Sonalysts,"United States"
,SYJ,"Slate Falls Airways",Canada
,SYK,Satsair,"United States"
,SYN,"Syncrude Canada",Canada
RB,SYR,"Syrian Arab Airlines","Syrian Arab Republic"
,SYS,"Shawbury Flying Training Unit","United Kingdom"
,SYV,"Special Aviation Systems","United States"
AL,SYX,"Skywalk Airlines","United States"
ZP,AZQ,"Silk Way Airlines",Azerbaijan
7L,AZG,"Silk Way West Airlines",Azerbaijan
,SYY,"South African Historic Flight","South Africa"
,SZT,"Servicios Aeronáuticos Z",Mexico
,BHV,"Specavia Air Company",Russia
,BLY,Starair,Ireland
,BNC,"Sundance Air","United States"
E5,BRZ,"Samara Airlines",Russia
E5,RBG,"Air Arabia Egypt",Egypt
SC,CDG,"Shandong Airlines",China
,CDS,"Spectrem Air","South Africa"
,CEE,"Servicios Aéreos Centrales",Mexico
,CFL,"Swedish Airlines",Sweden
,CGL,"Seagle Air",Slovakia
,CIG,Sirius-Aero,Russia
,CNK,"Sunwest Home Aviation",Canada
SK,CNO,"SAS Braathens",Norway
9C,CQH,"Spring Airlines",China
3U,CSC,"Sichuan Airlines",China
FM,CSH,"Shanghai Airlines",China
,CSY,"Shuangyang General Aviation",China
ZH,CSZ,"Shenzhen Airlines",China
8C,CXI,"Shanxi Airlines",China
,DKT,"Sioux Falls Aviation","United States"
,DKY,"Servicios Aéreos Elite",Spain
,DNI,"Servicios Aéreos Denim",Mexico
,EAB,"Swiss Eagle",Switzerland
,EAN,"Skypower Express Airways",Nigeria
,ENR,"Scenic Air",Namibia
NE,ESK,SkyEurope,Slovakia
CQ,EXL,"Sunshine Express Airlines",Australia
,EXY,"South African Express","South Africa"
,FFD,"Stuttgarter Flugdienst",Germany
,FFH,"Shalom Air Services",Nigeria
,FJE,Silverjet,"United Kingdom"
,FLH,"Sky Bus","United States"
,GAD,"South Coast Aviation","United Kingdom"
,GDE,"Servicios Aéreos Gadel",Mexico
,GDG,"S.P. Aviation","United States"
,GIK,"Seba Airlines",Guinea
,GNA,"Servicios Aéreos Gana",Mexico
,GSW,"Sky Wings Airlines",Greece
,GXL,"Star XL German Airlines",Germany
,HAU,Skyhaul,Japan
,HIP,Starship,Mexico
,HJE,"Servicios Ejecutivos Gosa",Mexico
SO,HKA,"Superior Aviation","United States"
,HLO,"Samaritan Air Service",Canada
,HRI,"Skyraidybos Mokymo Centras",Lithuania
,HSK,"Sky Europe Airlines",Slovakia
,HSV,"Svenska Direktflyg",Sweden
,HSY,"Sky Helicopteros",Spain
TE,IGA,Skytaxi,Poland
,IJS,Silvair,"United States"
,ILS,"Servicios Aéreos Ilsa",Mexico
,INK,Sincom-Avia,Ukraine
,IRV,"Safat Airlines",Iran
,IRZ,"Saha Airlines Services",Iran
,JAM,"Sunline Express",Kenya
,JCM,"Secure Air Charter","United States"
,JIM,"Sark International Airways","United Kingdom"
JK,JKK,Spanair,Spain
,KKS,Salem,Kazakhstan
,KOP,"Servicios Aéreos Copters",Chile
,KSP,"Servicios Aéreos Expecializados En Transportes Petroleros",Colombia
,KYR,"Sky Aeronautical Services",Mexico
,LGU,"Servicios Aéreos Ejecutivos De La Laguna",Mexico
,LLA,"Servico Leo Lopex",Mexico
,LLS,"Servicios Aéreos Estrella",Mexico
,LMG,"South African Air Force","South Africa"
,LMO,"Sky One Holdings as Privaira","United States"
RZ*,LRS,Sansa,"Costa Rica"
,LSP,"Spectrum Aviation Incorporated","United Kingdom"
,MCG,"SOS Helikoptern Gotland",Sweden
,MDT,"Sundt Air",Norway
,MLO,"Servicios Aéreos Milenio",Mexico
,MMS,"SAAD (A320) Limited","Cayman Islands"
,MRI,"Servicios Aéreos Moritani",Mexico
2G*,MRR,"San Juan Airlines","United States"
,MSG,"Servico Aéreo Regional",Mozambique
,MSP,"Servicio De Vigilancia Aérea Del Ministerio De Seguridad Pública","Costa Rica"
,MTG,"Servicios Aéreos MTT",Mexico
1Z,APD,"Sabre Pacific",Australia
,SBW,"Snowbird Airlines",Finland
,NAD,"Seulawah Nad Air",Indonesia
,NAZ,"Servicios Aéreos del Nazas S.A. de C.V.",Mexico
,NCS,"Simpson Air Ltd",Canada
NK,NKS,"Spirit Airlines","United States"
,NON,"Servicios Aéreos Latinoamericanos",Mexico
,NRZ,"Servicios Aéreos Monarrez",Mexico
,NSC,"Societe De Transport Aerien De Mauritanie",Mauritania
,NSE,SATENA,Colombia
,NTB,"Servicios Aéreos Del Norte",Mexico
,NTG,"Servicios Integrales De Aviación",Mexico
S0,OKS,"Slok Air Gambia",Gambia
,OKT,"Soko Aviation",Spain
,OLC,"Solar Cargo",Venezuela
,OLO,Soloflight,"United Kingdom"
,ONG,"Sonnig SA",Switzerland
SO,OSL,"Sosoliso Airlines",Nigeria
,OSS,"Servicios Aéreos Noticiosos",Mexico
,OTL,"South Airlines",Ukraine
VA,OZW,"Virgin Australia Regional Airlines",Australia
,PIV,Sokol,Russia
,PLT,"South Carolina Aeronautics Commission","United States"
,PMR,"Servicios Aéreos Premier",Mexico
,PNS,"Survey Udara (Penas)",Indonesia
,POB,"Servicios Aéreos Poblanos",Mexico
,PSV,"Servicios Aéreos Profesionales","Dominican Republic"
,PTM,"Southeastern Airways","United States"
,PUR,"Spurwing Airlines","South Africa"
1I,PZR,"Sky Trek International Airlines","United States"
,RBW,"Shandong Airlines Rainbow Jet",China
,REJ,"SA Airlink Regional","South Africa"
,RER,"Servicio Aéreo Regional Regair",Ecuador
,RFT,"Scoala Superioara De Aviatie Civila",Romania
,RGC,"Servicios Aéreos Regiomontanos",Mexico
,RLS,S-Air,Russia
,RMP,"Servicios De Rampa Y Mostrador",Mexico
,RSE,"SNAS Aviation","Saudi Arabia"
SX,SKB,"Skybus Airlines","United States"
,SKC,"Skymaster Airlines",Brazil
,SKD,"Sky Harbor Air Service","United States"
,SKE,"Sky Tours","United States"
,SKF,Skycraft,"United States"
,SKG,"Skycraft Air Transport",Canada
RU,SKI,"SkyKing Turks and Caicos Airways","Turks and Caicos Islands"
,SKK,"Skylink Aviation",Canada
,SKL,"Skycharter (Malton)",Canada
,SKN,"Skyline Aviation Services","United States"
,SKO,"Scottish Airways Flyers","United Kingdom"
,SKR,"Skyscapes Air Charters","South Africa"
,SKS,"Sky Service",Belgium
S3,BBR,"Santa Barbara Airlines",Venezuela
XT,SKT,"SkyStar Airways",Thailand
H2,SKU,"Sky Airline",Chile
OO,SKW,"SkyWest Airlines","United States"
BC,SKY,"Skymark Airlines",Japan
,SKZ,"Skyway Enterprises","United States"
LJ,SLA,"Sierra National Airlines","Sierra Leone"
,SLB,"Slok Air",Nigeria
,SLD,"Silver Air","Czech Republic"
,SLE,Streamline,"South Africa"
,SLF,Starfly,Italy
,SLG,"Saskatchewan Government",Canada
,SLH,"Silverhawk Aviation","United States"
,AGE,"Servicios Aéreos de Los Ángeles",Mexico
MI,SLK,SilkAir,Singapore
6Q,SLL,"Slovak Airlines",Slovakia
PY,SLM,"Surinam Airways",Suriname
,SLN,"Sloane Aviation","United Kingdom"
,SLP,"Salpa Aviation",Sudan
,SLS,"Servicios Aéreos Slainte",Mexico
,SLV,"Stella Aviation",Mauritania
,SLW,"Salama Airlines Nigeria",Nigeria
,SLX,"Sete Linhas Aéreas",Brazil
,SLY,"Sky Line for Air Services",Sudan
,SLZ,"Super Luza",Angola
,SMA,"SMA Airlines",Nigeria
,SMC,"Sabang Merauke Raya Air Charter",Indonesia
,SMD,"Servicios Aéreos La Marquesa",Mexico
,SME,Semos,Kazakhstan
,SMF,Smalandsflyg,Sweden
,SMH,Smithair,"United States"
,SMK,Semeyavia,Kazakhstan
,SML,"Smith Air (1976)",Canada
,SMM,"Summit Air",Canada
,SMQ,"Samar Air",Tajikistan
,SMR,"Somon Air",Tajikistan
,SMT,Skyline,Nigeria
,AOS,"Servicios Aéreos Del Sol, S.A. de C.V.",Mexico
,SNA,"Senator Aviation Charter",Germany
NB,SNB,"Sterling Airlines",Denmark
,SNE,"Servicios Aéreos De Nicaragua (SANSA)",Nicaragua
,SNF,"Shans Air",Russia
,SNH,"Senair Services",Senegal
,SNI,"Savanah Airlines",Nigeria
6J,SNJ,"Solaseed Air",Japan
,SNK,"Southeast Airlines (Sun Jet International)","United States"
,SNL,"Soonair Lines","United States"
,SNM,"Servizi Aerei",Italy
,SNP,"Sun Pacific International","United States"
,SNQ,"Sun Quest Executive Air Charter","United States"
,SNS,"Societe Centrafricaine De Transport Aerien","Central African Republic"
,SNT,"Suncoast Aviation","United States"
,SNU,"Snunit Aviation",Israel
,SNV,"Sudanese States Aviation",Sudan
,SNW,"Sun West Airlines","United States"
,SNX,"Sun Air Aviation Services",Canada
,SOB,"Stabo Freight",Zambia
,SOC,"Southern Cargo Air Lines",Russia
,SOH,"Southern Ohio Aviation Sales","United States"
,SOI,"Southern Aviation",Zambia
IE,SOL,"Solomon Airlines","Solomon Islands"
,SOM,"Somali Airlines","Somali Republic"
,SON,"Sunshine Air Tours","United States"
,SOO,"Southern Air","United States"
,SOP,Solinair,Slovenia
,SOR,"Sonair Servico Aéreo",Angola
,SOT,"Southeast Correct Craft","United States"
,SOU,"Southern Airways","United States"
6W,SOV,"Saratov Airlines Joint Stock Company",Russia
,SOW,"Sowind Air",Canada
,SOX,"Solid Air",Netherlands
HZ,SOZ,"Sat Airlines",Kazakhstan
,SPA,"Sierra Pacific Airlines","United States"
,SPB,"Springbok Classic Air","South Africa"
,SPC,"Skyworld Airlines","United States"
,SPE,"Sprague Electric Company","United States"
,SPF,"Space World Airline",Nigeria
,SPG,"Springdale Air Service","United States"
,SPH,"Sapphire Executive Air","South Africa"
,SPI,"South Pacific Island Airways","United States"
,SPL,"Servicios Corporativos Aéreos De La Laguna",Mexico
,SPN,"Skorpion Air",Bulgaria
,SPP,"Sapphire Aviation","United States"
,SPQ,"Servicios Aéreos Palenque",Mexico
S5,TCF,"Shuttle America","United States"
,SVV,SALTAVIATION,Poland
,TGT,"SAAB Nyge Aero",Sweden
,THB,"Spark Air",Thailand
,TIH,"S C Ion Tiriac",Romania
,TRL,"Starlite Aviation","South Africa"
,TRN,"Servicios Aéreos Corporativos",Mauritania
,TTM,"Societe Tout Transport Mauritanien",Mauritania
,TZU,"Servicios Aéreos Tamazula",Mexico
,UGP,"Shar Ink",Russia
,UKU,"Second Sverdlovsk Air Enterprise",Russia
,UNT,"Servicios Aéreos Universitarios",Mexico
,USK,Skif-Air,Ukraine
,USN,"Smarkand Aero Servise",Uzbekistan
,UZS,"Samarkand Airways",Uzbekistan
,VDO,"Servicios Aéreos Avandaro",Mexico
,VGS,"Stichting Vliegschool 16Hoven",Netherlands
,VRB,"Silverback Cargo Freighters",Rwanda
,VRS,Sirvair,Mexico
DV,VSV,"Scat Air",Kazakhstan
,VXN,"Sunset Aviation","United States"
,TWY,"Sunset Aviation, LLC","United States"
,WCC,"Sport Air Travel","United States"
